"sim","scenario","threshold","method","first_crossing","posterior_at_crossing","effect_at_crossing","final_effect","type_m"
2268,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",1793,0.99105307299567,0.0513796455544752,0.0645102379634755,0.796457231851562
2268,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",2690,0.999854016307555,0.0645102379634755,0.0645102379634755,1
2268,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",2690,0.999854016307555,0.0645102379634755,0.0645102379634755,1
2268,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",2690,0.999854016307555,0.0645102379634755,0.0645102379634755,1
2269,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.996805209034934,0.0608494173752643,0.0549039699793678,1.10828811465056
2269,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.996805209034934,0.0608494173752643,0.0549039699793678,1.10828811465056
2269,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.996805209034934,0.0608494173752643,0.0549039699793678,1.10828811465056
2269,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",1793,0.996805209034934,0.0608494173752643,0.0549039699793678,1.10828811465056
2269,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",1793,0.996805209034934,0.0608494173752643,0.0549039699793678,1.10828811465056
2269,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",1793,0.996805209034934,0.0608494173752643,0.0549039699793678,1.10828811465056
2269,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.0549039699793678,NA
2270,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",2690,0.993798654749389,0.045033496240207,0.045033496240207,1
2270,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",2690,0.993798654749389,0.045033496240207,0.045033496240207,1
2270,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",2690,0.993798654749389,0.045033496240207,0.045033496240207,1
2270,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",2690,0.993798654749389,0.045033496240207,0.045033496240207,1
2270,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",NA,NA,NA,0.045033496240207,NA
2270,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",NA,NA,NA,0.045033496240207,NA
2270,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.045033496240207,NA
2271,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.989882328660733,0.0514728577971605,0.0659338105419727,0.780674700492147
2271,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.989882328660733,0.0514728577971605,0.0659338105419727,0.780674700492147
2271,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.989882328660733,0.0514728577971605,0.0659338105419727,0.780674700492147
2271,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",2690,0.999873929453655,0.0659338105419727,0.0659338105419727,1
2271,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",2690,0.999873929453655,0.0659338105419727,0.0659338105419727,1
2271,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",2690,0.999873929453655,0.0659338105419727,0.0659338105419727,1
2271,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",2690,0.999873929453655,0.0659338105419727,0.0659338105419727,1
2272,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.999182193006093,0.0697030787227158,0.0555456972261977,1.25487809503705
2272,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.999182193006093,0.0697030787227158,0.0555456972261977,1.25487809503705
2272,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.999182193006093,0.0697030787227158,0.0555456972261977,1.25487809503705
2272,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",1793,0.999182193006093,0.0697030787227158,0.0555456972261977,1.25487809503705
2272,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",1793,0.999182193006093,0.0697030787227158,0.0555456972261977,1.25487809503705
2272,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",1793,0.999182193006093,0.0697030787227158,0.0555456972261977,1.25487809503705
2272,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",1793,0.999182193006093,0.0697030787227158,0.0555456972261977,1.25487809503705
2273,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.987321742688548,0.049834387232761,0.0597161963141347,0.83452045355684
2273,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.987321742688548,0.049834387232761,0.0597161963141347,0.83452045355684
2273,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.987321742688548,0.049834387232761,0.0597161963141347,0.83452045355684
2273,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",2690,0.999486544383177,0.0597161963141347,0.0597161963141347,1
2273,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",2690,0.999486544383177,0.0597161963141347,0.0597161963141347,1
2273,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",2690,0.999486544383177,0.0597161963141347,0.0597161963141347,1
2273,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",2690,0.999486544383177,0.0597161963141347,0.0597161963141347,1
2274,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.978175429269921,0.0454428786802727,0.053390738803084,0.851137850852288
2274,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",2690,0.998162840853959,0.053390738803084,0.053390738803084,1
2274,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",2690,0.998162840853959,0.053390738803084,0.053390738803084,1
2274,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",2690,0.998162840853959,0.053390738803084,0.053390738803084,1
2274,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",2690,0.998162840853959,0.053390738803084,0.053390738803084,1
2274,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",2690,0.998162840853959,0.053390738803084,0.053390738803084,1
2274,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.053390738803084,NA
2275,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.986962002566445,0.0491184631272473,0.0529004132187981,0.92850811815196
2275,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.986962002566445,0.0491184631272473,0.0529004132187981,0.92850811815196
2275,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.986962002566445,0.0491184631272473,0.0529004132187981,0.92850811815196
2275,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",2690,0.998278125440757,0.0529004132187981,0.0529004132187981,1
2275,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",2690,0.998278125440757,0.0529004132187981,0.0529004132187981,1
2275,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",2690,0.998278125440757,0.0529004132187981,0.0529004132187981,1
2275,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.0529004132187981,NA
2276,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",2690,0.996782084767902,0.0495874621667564,0.0495874621667564,1
2276,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",2690,0.996782084767902,0.0495874621667564,0.0495874621667564,1
2276,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",2690,0.996782084767902,0.0495874621667564,0.0495874621667564,1
2276,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",2690,0.996782084767902,0.0495874621667564,0.0495874621667564,1
2276,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",2690,0.996782084767902,0.0495874621667564,0.0495874621667564,1
2276,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",2690,0.996782084767902,0.0495874621667564,0.0495874621667564,1
2276,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.0495874621667564,NA
2277,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",897,0.995548825653976,0.0803614097968938,0.063428208061391,1.26696642161345
2277,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",897,0.995548825653976,0.0803614097968938,0.063428208061391,1.26696642161345
2277,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",897,0.995548825653976,0.0803614097968938,0.063428208061391,1.26696642161345
2277,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",897,0.995548825653976,0.0803614097968938,0.063428208061391,1.26696642161345
2277,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",897,0.995548825653976,0.0803614097968938,0.063428208061391,1.26696642161345
2277,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",897,0.995548825653976,0.0803614097968938,0.063428208061391,1.26696642161345
2277,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",2690,0.999779991013474,0.063428208061391,0.063428208061391,1
2278,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",NA,NA,NA,0.0162600276900594,NA
2278,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",NA,NA,NA,0.0162600276900594,NA
2278,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",NA,NA,NA,0.0162600276900594,NA
2278,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",NA,NA,NA,0.0162600276900594,NA
2278,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",NA,NA,NA,0.0162600276900594,NA
2278,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",NA,NA,NA,0.0162600276900594,NA
2278,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.0162600276900594,NA
2279,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",2690,0.998570728733777,0.0539123066303235,0.0539123066303235,1
2279,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",2690,0.998570728733777,0.0539123066303235,0.0539123066303235,1
2279,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",2690,0.998570728733777,0.0539123066303235,0.0539123066303235,1
2279,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",2690,0.998570728733777,0.0539123066303235,0.0539123066303235,1
2279,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",2690,0.998570728733777,0.0539123066303235,0.0539123066303235,1
2279,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",2690,0.998570728733777,0.0539123066303235,0.0539123066303235,1
2279,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.0539123066303235,NA
2280,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",NA,NA,NA,0.0318502253298127,NA
2280,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",NA,NA,NA,0.0318502253298127,NA
2280,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",NA,NA,NA,0.0318502253298127,NA
2280,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",NA,NA,NA,0.0318502253298127,NA
2280,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",NA,NA,NA,0.0318502253298127,NA
2280,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",NA,NA,NA,0.0318502253298127,NA
2280,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.0318502253298127,NA
2281,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.991854047439624,0.0530009095553148,0.0691908603577303,0.766010269005035
2281,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.991854047439624,0.0530009095553148,0.0691908603577303,0.766010269005035
2281,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.991854047439624,0.0530009095553148,0.0691908603577303,0.766010269005035
2281,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",1793,0.991854047439624,0.0530009095553148,0.0691908603577303,0.766010269005035
2281,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",2690,0.99993617342728,0.0691908603577303,0.0691908603577303,1
2281,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",2690,0.99993617342728,0.0691908603577303,0.0691908603577303,1
2281,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",2690,0.99993617342728,0.0691908603577303,0.0691908603577303,1
2282,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",897,0.979735678812139,0.0628083113259256,0.0713557120892719,0.880214204117916
2282,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",2690,0.999966878109693,0.0713557120892719,0.0713557120892719,1
2282,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",2690,0.999966878109693,0.0713557120892719,0.0713557120892719,1
2282,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",2690,0.999966878109693,0.0713557120892719,0.0713557120892719,1
2282,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",2690,0.999966878109693,0.0713557120892719,0.0713557120892719,1
2282,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",2690,0.999966878109693,0.0713557120892719,0.0713557120892719,1
2282,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",2690,0.999966878109693,0.0713557120892719,0.0713557120892719,1
2283,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.975701540739606,0.0440088057456495,0.0391347745642225,1.12454476193362
2283,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",2690,0.98407161683222,0.0391347745642225,0.0391347745642225,1
2283,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",NA,NA,NA,0.0391347745642225,NA
2283,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",NA,NA,NA,0.0391347745642225,NA
2283,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",NA,NA,NA,0.0391347745642225,NA
2283,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",NA,NA,NA,0.0391347745642225,NA
2283,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.0391347745642225,NA
2284,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.999692780052028,0.0741026414229142,0.0624535315985131,1.18652443706928
2284,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.999692780052028,0.0741026414229142,0.0624535315985131,1.18652443706928
2284,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.999692780052028,0.0741026414229142,0.0624535315985131,1.18652443706928
2284,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",1793,0.999692780052028,0.0741026414229142,0.0624535315985131,1.18652443706928
2284,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",1793,0.999692780052028,0.0741026414229142,0.0624535315985131,1.18652443706928
2284,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",1793,0.999692780052028,0.0741026414229142,0.0624535315985131,1.18652443706928
2284,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",1793,0.999692780052028,0.0741026414229142,0.0624535315985131,1.18652443706928
2285,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.996305126040983,0.0588274087420489,0.0565027220902821,1.04114291428389
2285,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.996305126040983,0.0588274087420489,0.0565027220902821,1.04114291428389
2285,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.996305126040983,0.0588274087420489,0.0565027220902821,1.04114291428389
2285,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",1793,0.996305126040983,0.0588274087420489,0.0565027220902821,1.04114291428389
2285,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",1793,0.996305126040983,0.0588274087420489,0.0565027220902821,1.04114291428389
2285,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",1793,0.996305126040983,0.0588274087420489,0.0565027220902821,1.04114291428389
2285,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",2690,0.999169076370114,0.0565027220902821,0.0565027220902821,1
2286,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.996232861357987,0.0594974131559498,0.0426108928530958,1.39629585704931
2286,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.996232861357987,0.0594974131559498,0.0426108928530958,1.39629585704931
2286,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.996232861357987,0.0594974131559498,0.0426108928530958,1.39629585704931
2286,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",1793,0.996232861357987,0.0594974131559498,0.0426108928530958,1.39629585704931
2286,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",1793,0.996232861357987,0.0594974131559498,0.0426108928530958,1.39629585704931
2286,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",1793,0.996232861357987,0.0594974131559498,0.0426108928530958,1.39629585704931
2286,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.0426108928530958,NA
2287,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",2690,0.996931759199182,0.0498989103553844,0.0498989103553844,1
2287,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",2690,0.996931759199182,0.0498989103553844,0.0498989103553844,1
2287,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",2690,0.996931759199182,0.0498989103553844,0.0498989103553844,1
2287,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",2690,0.996931759199182,0.0498989103553844,0.0498989103553844,1
2287,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",2690,0.996931759199182,0.0498989103553844,0.0498989103553844,1
2287,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",2690,0.996931759199182,0.0498989103553844,0.0498989103553844,1
2287,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.0498989103553844,NA
2288,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.997571636374046,0.0623326398359498,0.0724502116254692,0.860351383901787
2288,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.997571636374046,0.0623326398359498,0.0724502116254692,0.860351383901787
2288,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.997571636374046,0.0623326398359498,0.0724502116254692,0.860351383901787
2288,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",1793,0.997571636374046,0.0623326398359498,0.0724502116254692,0.860351383901787
2288,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",1793,0.997571636374046,0.0623326398359498,0.0724502116254692,0.860351383901787
2288,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",1793,0.997571636374046,0.0623326398359498,0.0724502116254692,0.860351383901787
2288,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",2690,0.999968188105638,0.0724502116254692,0.0724502116254692,1
2289,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",897,0.978313194523026,0.0619744441451956,0.0549127372010785,1.12859870594792
2289,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.998285961928416,0.064282514558758,0.0549127372010785,1.17063030974707
2289,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.998285961928416,0.064282514558758,0.0549127372010785,1.17063030974707
2289,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",1793,0.998285961928416,0.064282514558758,0.0549127372010785,1.17063030974707
2289,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",1793,0.998285961928416,0.064282514558758,0.0549127372010785,1.17063030974707
2289,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",1793,0.998285961928416,0.064282514558758,0.0549127372010785,1.17063030974707
2289,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.0549127372010785,NA
2290,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",897,0.998849744538971,0.0949857317570321,0.0582711307682824,1.63006501683907
2290,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",897,0.998849744538971,0.0949857317570321,0.0582711307682824,1.63006501683907
2290,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",897,0.998849744538971,0.0949857317570321,0.0582711307682824,1.63006501683907
2290,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",897,0.998849744538971,0.0949857317570321,0.0582711307682824,1.63006501683907
2290,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",897,0.998849744538971,0.0949857317570321,0.0582711307682824,1.63006501683907
2290,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",897,0.998849744538971,0.0949857317570321,0.0582711307682824,1.63006501683907
2290,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",2690,0.999354647300441,0.0582711307682824,0.0582711307682824,1
2291,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.998016062281912,0.0643203037904126,0.057978577556851,1.10938050743558
2291,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.998016062281912,0.0643203037904126,0.057978577556851,1.10938050743558
2291,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",1793,0.998016062281912,0.0643203037904126,0.057978577556851,1.10938050743558
2291,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",1793,0.998016062281912,0.0643203037904126,0.057978577556851,1.10938050743558
2291,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",1793,0.998016062281912,0.0643203037904126,0.057978577556851,1.10938050743558
2291,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",1793,0.998016062281912,0.0643203037904126,0.057978577556851,1.10938050743558
2291,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",2690,0.999280019690739,0.057978577556851,0.057978577556851,1
2292,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",2690,0.992435153191841,0.0441372889826497,0.0441372889826497,1
2292,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",2690,0.992435153191841,0.0441372889826497,0.0441372889826497,1
2292,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",2690,0.992435153191841,0.0441372889826497,0.0441372889826497,1
2292,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",2690,0.992435153191841,0.0441372889826497,0.0441372889826497,1
2292,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",NA,NA,NA,0.0441372889826497,NA
2292,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",NA,NA,NA,0.0441372889826497,NA
2292,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",NA,NA,NA,0.0441372889826497,NA
2293,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",897,0.990038400556771,0.0747787610619469,0.0621105376515281,1.20396254628311
2293,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",897,0.990038400556771,0.0747787610619469,0.0621105376515281,1.20396254628311
2293,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850",897,0.990038400556771,0.0747787610619469,0.0621105376515281,1.20396254628311
2293,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900",897,0.990038400556771,0.0747787610619469,0.0621105376515281,1.20396254628311
2293,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950",1793,0.99981035370552,0.0798603504928806,0.0621105376515281,1.28577780055517
2293,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954",1793,0.99981035370552,0.0798603504928806,0.0621105376515281,1.28577780055517
2293,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990",1793,0.99981035370552,0.0798603504928806,0.0621105376515281,1.28577780055517
2294,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750",1793,0.980776699838041,0.0462218969671624,0.0535181695202725,0.863667374678309
2294,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800",1793,0.980776699838041,0.0462218969671624,0.0535181695202725,0.863667374678309
