"sim","mode","first_crossing","peak","final"
2167,"practical_naive",NA,16.8843654550277,1.58824461786132
2167,"correct_conditional",914,29.1869229161604,1.49717286992467
2168,"history_naive",14,7.44892874691679e+285,4.96595249794453e+285
2168,"practical_naive",NA,1.49525147339174,0.591595572120892
2168,"correct_conditional",NA,1.60196786647415,0.574093345632697
2169,"history_naive",14,9.64787604797367e+285,9.64787604797367e+285
2169,"practical_naive",NA,1.44077129593566,0.184990747109556
2169,"correct_conditional",NA,4.33970930964936,0.901912645329616
2170,"history_naive",14,9.56139167787243e+285,9.56139167787243e+285
2170,"practical_naive",NA,6.49899812241801,0.26395384478702
2170,"correct_conditional",NA,3.50325033318111,0.791385852119072
2171,"history_naive",14,9.842874566476e+285,9.842874566476e+285
2171,"practical_naive",NA,2.55532525073718,0.18668659851072
2171,"correct_conditional",NA,1.86298227227323,0.651182326013671
2172,"history_naive",14,7.26492316816627e+285,4.84328211211085e+285
2172,"practical_naive",NA,1.35098666574982,0.183011008961643
2172,"correct_conditional",NA,1.11663048606981,0.231574036671949
2173,"history_naive",14,9.82319866021761e+285,9.82319866021761e+285
2173,"practical_naive",NA,3.41249783415673,0.279400717002043
2173,"correct_conditional",NA,1.308965895566,0.071579013122968
2174,"history_naive",14,7.22867112894429e+285,4.81911408596286e+285
2174,"practical_naive",NA,11.5233905207921,0.546118311074165
2174,"correct_conditional",NA,1.55913468476441,0.287959073984717
2175,"history_naive",14,7.3306356005402e+285,4.88709040036013e+285
2175,"practical_naive",NA,1.24100553814337,0.126318639178424
2175,"correct_conditional",NA,1.31184196714983,0.21366707886647
2176,"history_naive",14,9.62858994375373e+285,9.62858994375373e+285
2176,"practical_naive",NA,3.53188896128798,0.184293691337951
2176,"correct_conditional",NA,3.09167081267177,0.110883630433319
2177,"history_naive",14,9.58054318369661e+285,9.58054318369661e+285
2177,"practical_naive",NA,1.04199708617226,0.12418287195303
2177,"correct_conditional",NA,1.12685292501641,0.260477398535573
2178,"history_naive",15,9.83303169190959e+285,9.83303169190959e+285
2178,"practical_naive",NA,1.54353703064728,0.356398369848518
2178,"correct_conditional",NA,1.44851242275439,0.370192995174656
2179,"history_naive",14,7.35267156457189e+285,4.90178104304793e+285
2179,"practical_naive",NA,1.0032,0.26180212860848
2179,"correct_conditional",NA,1.0032,0.369173191113159
2180,"history_naive",14,7.30135701263644e+285,4.86757134175762e+285
2180,"practical_naive",NA,2.98050722364239,0.229493401677237
2180,"correct_conditional",NA,1.88215527783646,0.382215248127798
2181,"history_naive",14,9.94184684273171e+285,9.94184684273171e+285
2181,"practical_naive",NA,1.02974476471568,0.213183591302677
2181,"correct_conditional",NA,1.04526584266062,0.291499935827052
2182,"history_naive",15,7.32330496493969e+285,4.88220330995979e+285
2182,"practical_naive",567,56.7838925172967,0.804662130666573
2182,"correct_conditional",589,34.885868710273,3.77737741590332
2183,"history_naive",14,9.55183028619461e+285,9.55183028619461e+285
2183,"practical_naive",NA,1.51561124148487,0.228059454085823
2183,"correct_conditional",NA,1.08571148910503,0.231408197451497
2184,"history_naive",15,9.34388185249657e+285,9.34388185249657e+285
2184,"practical_naive",NA,1.29480621582933,0.037192630965076
2184,"correct_conditional",NA,1.96539293969057,0.0371453783605992
2185,"history_naive",14,9.84287456647601e+285,9.84287456647601e+285
2185,"practical_naive",NA,1.13146706531782,0.175099851583936
2185,"correct_conditional",NA,1.10398490990762,0.323585826050205
2186,"history_naive",15,7.25040058675313e+285,4.83360039116876e+285
2186,"practical_naive",NA,1.21323137904303,0.207462789634574
2186,"correct_conditional",NA,1.02694019097633,0.270171901998983
2187,"history_naive",14,7.39694241274012e+285,4.93129494182674e+285
2187,"practical_naive",NA,2.14277947056178,0.191749030469746
2187,"correct_conditional",NA,2.10019832201455,0.132246975737014
2188,"history_naive",14,7.40434675949961e+285,4.93623117299974e+285
2188,"practical_naive",NA,1.3501017324511,0.225792331150093
2188,"correct_conditional",NA,2.15186333905811,0.480848081362124
2189,"history_naive",15,9.78396476548573e+285,9.78396476548573e+285
2189,"practical_naive",NA,3.20877771380183,0.421069502086948
2189,"correct_conditional",NA,9.23922735263921,1.63632443931367
2190,"history_naive",14,9.67687765999751e+285,9.67687765999751e+285
2190,"practical_naive",NA,1.10976543356664,0.405230657756506
2190,"correct_conditional",NA,1.23295246645612,0.373762174979448
2191,"history_naive",15,9.70596645115767e+285,9.70596645115767e+285
2191,"practical_naive",NA,1.69422782246776,0.0717906073133508
2191,"correct_conditional",NA,1.23861823474232,0.00274286529422174
2192,"history_naive",14,9.68656422422177e+285,9.68656422422177e+285
2192,"practical_naive",NA,4.99791143209599,0.228592271144904
2192,"correct_conditional",NA,1.62971367446682,0.0246977385430398
2193,"history_naive",15,9.67687765999754e+285,9.67687765999754e+285
2193,"practical_naive",NA,3.59223088171232,0.170392597036209
2193,"correct_conditional",NA,1.73780734353936,0.147372929813127
2194,"history_naive",14,9.62858994375374e+285,9.62858994375374e+285
2194,"practical_naive",NA,1.35830356747668,0.151095302094654
2194,"correct_conditional",NA,1.09613462377465,0.149217322012595
2195,"history_naive",15,9.68656422422175e+285,9.68656422422175e+285
2195,"practical_naive",NA,1.05349611307023,0.269056525221052
2195,"correct_conditional",NA,1.08276562370429,0.311334300244273
2196,"history_naive",15,9.7156821332909e+285,9.7156821332909e+285
2196,"practical_naive",NA,4.36794950110528,0.15910203245373
2196,"correct_conditional",NA,5.87248766063366,0.671769747300252
2197,"history_naive",15,9.65753358155519e+285,9.65753358155519e+285
2197,"practical_naive",NA,1.23424230364696,0.200165293995695
2197,"correct_conditional",NA,1.25989131385544,0.319428111442788
2198,"history_naive",14,9.76440661991954e+285,9.76440661991954e+285
2198,"practical_naive",NA,2.30573026214828,0.118270872826695
2198,"correct_conditional",NA,1.4953504392371,0.908170801564697
2199,"history_naive",15,9.66720078233756e+285,9.66720078233756e+285
2199,"practical_naive",NA,1.21565857088591,0.178315099228849
2199,"correct_conditional",NA,1.08161122465331,0.218902691494825
2200,"history_naive",15,7.38215592485698e+285,4.92143728323799e+285
2200,"practical_naive",NA,1.25013880383508,0.348560600801291
2200,"correct_conditional",NA,1.12994470874228,0.35162478354406
2201,"history_naive",14,9.62858994375373e+285,9.62858994375373e+285
2201,"practical_naive",NA,2.73783865728407,0.0455288691039803
2201,"correct_conditional",NA,3.77458450411762,0.418897496473748
2202,"history_naive",14,9.66720078233752e+285,9.66720078233752e+285
2202,"practical_naive",NA,2.49002799265952,0.242862418543422
2202,"correct_conditional",NA,1.05681496807132,0.0964209409426639
2203,"history_naive",14,9.55183028619454e+285,9.55183028619454e+285
2203,"practical_naive",NA,2.79088571360988,0.212198826581077
2203,"correct_conditional",NA,1.34115149773578,0.233791248064455
2204,"history_naive",15,7.3306356005402e+285,4.88709040036014e+285
2204,"practical_naive",NA,1.56703491255999,0.187830363013103
2204,"correct_conditional",NA,1.20335118317477,0.180278408351274
2205,"history_naive",15,9.79375852400977e+285,9.79375852400977e+285
2205,"practical_naive",NA,1.18449041394703,0.224526147174299
2205,"correct_conditional",NA,1.1115363586265,0.459166672057756
2206,"history_naive",14,9.73514268351525e+285,9.73514268351525e+285
2206,"practical_naive",NA,1.99162721241876,0.127975446728944
2206,"correct_conditional",NA,9.08748626158377,1.02611773974621
2207,"history_naive",14,9.82319866021766e+285,9.82319866021766e+285
2207,"practical_naive",NA,1.05398792091726,0.21662087249765
2207,"correct_conditional",NA,1.08272492108183,0.44213144509321
2208,"history_naive",14,9.71568213329095e+285,9.71568213329095e+285
2208,"practical_naive",NA,2.97249264429184,0.190148189266197
2208,"correct_conditional",NA,2.06225180165443,1.00037516214875
2209,"history_naive",15,9.55183028619453e+285,9.55183028619453e+285
2209,"practical_naive",NA,1.01026061307973,0.489433471585222
2209,"correct_conditional",NA,1.00592336410256,0.27455731600748
2210,"history_naive",15,7.35267156457186e+285,4.90178104304791e+285
2210,"practical_naive",NA,1.05033027201794,0.176000011150293
2210,"correct_conditional",NA,1.92685268422581,1.12061017961237
2211,"history_naive",15,9.59973305006372e+285,9.59973305006372e+285
2211,"practical_naive",NA,1.43598113777042,0.0378292493324234
2211,"correct_conditional",NA,1.57659702726968,0.104298796481087
2212,"history_naive",14,9.74488757108632e+285,9.74488757108632e+285
2212,"practical_naive",NA,6.03122464585595,0.0877150819243976
2212,"correct_conditional",NA,1.5352791034992,0.208727592889294
2213,"history_naive",15,9.72540754083174e+285,9.72540754083174e+285
2213,"practical_naive",NA,1.09619594132427,0.155980128901328
2213,"correct_conditional",NA,1.88271006169849,0.488256189346941
2214,"history_naive",14,9.66720078233756e+285,9.66720078233756e+285
2214,"practical_naive",NA,3.35028507472809,0.0874840598974417
2214,"correct_conditional",NA,3.69011175171362,0.474487876165291
2215,"history_naive",14,9.62858994375371e+285,9.62858994375371e+285
2215,"practical_naive",NA,1.39674612132612,0.266595584390608
2215,"correct_conditional",NA,1.13151902338499,0.201940336646359
2216,"history_naive",15,9.68656422422175e+285,9.68656422422175e+285
2216,"practical_naive",NA,2.01145646247965,0.168192368388536
2216,"correct_conditional",NA,1.36514804438169,0.566480783145979
2217,"history_naive",14,9.45674067147934e+285,9.45674067147934e+285
2217,"practical_naive",617,20.1620070034343,0.43419195556117
2217,"correct_conditional",NA,12.8494488773883,0.153234302044717
2218,"history_naive",14,7.19979978754781e+285,4.79986652503188e+285
2218,"practical_naive",NA,1.01471802533923,0.199147609499924
2218,"correct_conditional",NA,1.15730058252077,0.207910001191375
2219,"history_naive",14,9.95179864137316e+285,9.95179864137316e+285
2219,"practical_naive",NA,9.33077785707459,0.0980556047320731
2219,"correct_conditional",NA,3.88620877769935,0.0556526782429205
2220,"history_naive",14,9.61896135380994e+285,9.61896135380994e+285
2220,"practical_naive",NA,2.49288890162736,0.113195550348193
2220,"correct_conditional",NA,1.44979170869333,0.0946855209798752
2221,"history_naive",14,7.21422101535748e+285,4.80948067690499e+285
2221,"practical_naive",NA,4.45261102505478,0.0405653664901366
2221,"correct_conditional",NA,1.41597445418408,0.0144206025531594
2222,"history_naive",14,9.85272729376976e+285,9.85272729376976e+285
2222,"practical_naive",NA,1.70367553598862,0.199261055501125
2222,"correct_conditional",NA,1.39274103117149,0.190740400337252
2223,"history_naive",15,9.65753358155521e+285,9.65753358155521e+285
2223,"practical_naive",NA,2.53219859895118,0.169666328401459
2223,"correct_conditional",NA,1.673573986642,0.185692533327063
2224,"history_naive",14,9.90213906668446e+285,9.90213906668446e+285
2224,"practical_naive",NA,1.01970189867587,0.270012573865248
2224,"correct_conditional",NA,1.06572841018232,0.35932715939452
2225,"history_naive",15,7.19979978754777e+285,4.79986652503185e+285
2225,"practical_naive",NA,1.77510863162684,0.204850430742343
2225,"correct_conditional",NA,1.24379025754884,0.461363130354442
2226,"history_naive",14,9.44728393080786e+285,9.44728393080786e+285
2226,"practical_naive",NA,5.35083639821502,0.0241068951008392
2226,"correct_conditional",NA,4.59515242537816,0.0090200806336075
2227,"history_naive",14,9.59973305006371e+285,9.59973305006371e+285
2227,"practical_naive",NA,1.03710284676511,0.224181777537239
2227,"correct_conditional",NA,1.00732656389218,0.11441266168999
2228,"history_naive",15,9.80356208609588e+285,9.80356208609588e+285
2228,"practical_naive",NA,1.06208239101959,0.380821592459161
2228,"correct_conditional",NA,1.06769028020214,0.352173677540173
2229,"history_naive",14,9.56139167787248e+285,9.56139167787248e+285
2229,"practical_naive",NA,1.93485206083158,0.183848413056259
2229,"correct_conditional",NA,1.33785155129042,0.348283639224424
2230,"history_naive",14,9.7156821332909e+285,9.7156821332909e+285
2230,"practical_naive",NA,1.18485358807042,0.269809906915376
2230,"correct_conditional",NA,1.21253173254374,0.321934960460329
2231,"history_naive",14,9.81337546155742e+285,9.81337546155742e+285
2231,"practical_naive",NA,2.68242300508546,0.263115996266089
2231,"correct_conditional",NA,1.01356913806623,0.211425382620924
2232,"history_naive",15,9.77418080072026e+285,9.77418080072026e+285
2232,"practical_naive",NA,3.50782624479498,0.0984506344519778
2232,"correct_conditional",NA,1.86866060717406,0.0633149955605073
2233,"history_naive",14,9.79375852400977e+285,9.79375852400977e+285
2233,"practical_naive",NA,1.03588178743125,0.282226151273184
2233,"correct_conditional",NA,1.01232879803726,0.631451161333286
2234,"history_naive",15,7.35267156457192e+285,4.90178104304795e+285
2234,"practical_naive",2588,20.7928531788289,9.51995439875882
2234,"correct_conditional",1093,352.14992730622,121.419962704716
2235,"history_naive",15,9.59013331701364e+285,9.59013331701364e+285
2235,"practical_naive",NA,3.91340824990125,0.429855565658538
2235,"correct_conditional",NA,2.23110492068316,0.359384900915158
2236,"history_naive",14,9.6575335815552e+285,9.6575335815552e+285
2236,"practical_naive",NA,1.83483995820592,1.42276640642105
2236,"correct_conditional",NA,1.58460002241781,0.32504553712314
2237,"history_naive",14,9.72540754083181e+285,9.72540754083181e+285
2237,"practical_naive",NA,1.76976988867587,0.128524034152346
2237,"correct_conditional",NA,2.34838053159389,0.820499683015848
2238,"history_naive",15,9.60934239245616e+285,9.60934239245616e+285
2238,"practical_naive",NA,2.76187592015772,0.0455583426946183
2238,"correct_conditional",NA,2.63608382666542,0.025386890025881
2239,"history_naive",15,9.66720078233753e+285,9.66720078233753e+285
2239,"practical_naive",NA,2.39211020342981,0.194351888479842
2239,"correct_conditional",NA,5.87484131064647,2.11536568527941
2240,"history_naive",15,9.61896135381e+285,9.61896135381e+285
2240,"practical_naive",NA,1.23974247156527,0.113127330267534
2240,"correct_conditional",NA,1.68588038039011,0.355705578203252
2241,"history_naive",14,9.85272729376984e+285,9.85272729376984e+285
2241,"practical_naive",NA,1.71201021176949,0.386127287406845
2241,"correct_conditional",NA,1.03845564543729,0.339470419193851
2242,"history_naive",15,9.61896135381004e+285,9.61896135381004e+285
2242,"practical_naive",NA,1.29694184774279,0.487972194987343
2242,"correct_conditional",NA,1.96832917483232,0.399853206200756
2243,"history_naive",14,9.58054318369662e+285,9.58054318369662e+285
2243,"practical_naive",NA,1.53995141690063,0.201870790983167
2243,"correct_conditional",NA,1.54268902042346,0.576265324785844
2244,"history_naive",14,9.55183028619449e+285,9.55183028619449e+285
2244,"practical_naive",NA,1.93840034163239,0.118126912329742
2244,"correct_conditional",NA,1.46550151398064,0.29347867372336
2245,"history_naive",14,9.48516772864722e+285,9.48516772864722e+285
2245,"practical_naive",NA,1.82230976306726,0.180822692201294
2245,"correct_conditional",NA,1.7782587316079,0.439452687103364
2246,"history_naive",15,7.33797357411432e+285,4.89198238274288e+285
2246,"practical_naive",NA,1.08601107265162,0.186845566978517
2246,"correct_conditional",NA,1.10841172346911,0.556864809292374
2247,"history_naive",14,7.26492316816635e+285,4.8432821121109e+285
2247,"practical_naive",NA,1.88928281155999,0.208599955702159
2247,"correct_conditional",NA,1.0705411758681,0.147389421511421
2248,"history_naive",15,7.26492316816636e+285,4.8432821121109e+285
2248,"practical_naive",NA,1.75054157238408,0.208539129858648
2248,"correct_conditional",NA,1.06175289655556,0.18765053383084
2249,"history_naive",15,7.22144245781526e+285,4.81429497187684e+285
2249,"practical_naive",NA,1.52211789585762,0.173724021029855
2249,"correct_conditional",NA,1.42615332479235,0.349939056985542
2250,"history_naive",14,9.90213906668443e+285,9.90213906668443e+285
2250,"practical_naive",NA,5.86692677078019,0.269635218358169
2250,"correct_conditional",NA,3.10580426661781,0.359050454885963
2251,"history_naive",15,7.16387271464591e+285,4.77591514309727e+285
2251,"practical_naive",NA,1.4160930349236,0.0471634890435103
2251,"correct_conditional",NA,1.111293592388,0.0646819438418607
2252,"history_naive",15,9.66720078233752e+285,9.66720078233752e+285
2252,"practical_naive",NA,7.2155272980255,1.72311502208854
2252,"correct_conditional",NA,2.14414154665868,0.37704036116062
2253,"history_naive",14,9.60934239245612e+285,9.60934239245612e+285
2253,"practical_naive",NA,1.45839037269665,0.180480388087098
2253,"correct_conditional",NA,1.5867692071453,0.191999959316767
2254,"history_naive",14,9.69626048470648e+285,9.69626048470648e+285
2254,"practical_naive",NA,1.24309323325022,0.232014454305015
2254,"correct_conditional",NA,1.15306369500869,0.405032046362721
2255,"history_naive",14,9.58054318369661e+285,9.58054318369661e+285
2255,"practical_naive",NA,1.19697732246804,0.242211947258138
2255,"correct_conditional",NA,1.6397870308595,0.269021519283134
2256,"history_naive",14,9.57096264051297e+285,9.57096264051297e+285
2256,"practical_naive",NA,1.11707710041696,0.34677416163112
2256,"correct_conditional",NA,1.0012,0.212366467514459
2257,"history_naive",15,9.65753358155518e+285,9.65753358155518e+285
2257,"practical_naive",NA,1.00618138170701,0.255172409691524
2257,"correct_conditional",NA,1.18879422589831,0.652823481684241
2258,"history_naive",14,7.23590703598024e+285,4.82393802398683e+285
2258,"practical_naive",NA,4.0757544906411,0.0533708780308211
2258,"correct_conditional",NA,2.34577481778028,0.172858366346398
2259,"history_naive",14,9.63822817192571e+285,9.63822817192571e+285
2259,"practical_naive",NA,1.20291275760348,0.24953013427216
2259,"correct_conditional",NA,1.26911258318777,0.495215731788527
2260,"history_naive",14,9.56139167787241e+285,9.56139167787241e+285
2260,"practical_naive",NA,1.04296549103367,0.262679447264676
2260,"correct_conditional",NA,1.78283362379782,0.398310086237216
2261,"history_naive",14,9.60934239245619e+285,9.60934239245619e+285
2261,"practical_naive",NA,1.09063876733471,0.239558556778927
2261,"correct_conditional",NA,1.24204153484616,0.480340820523559
2262,"history_naive",15,9.67687765999755e+285,9.67687765999755e+285
2262,"practical_naive",NA,4.9736425836894,0.26427640231528
2262,"correct_conditional",NA,2.37093602255993,0.230489637103551
2263,"history_naive",14,7.27947483836823e+285,4.85298322557882e+285
2263,"practical_naive",NA,1.4119502237022,0.186946172986104
2263,"correct_conditional",NA,1.68589776552235,0.463486049225529
2264,"history_naive",15,7.14240258095623e+285,4.76160172063748e+285
2264,"practical_naive",NA,4.42431974616206,0.748396657176156
2264,"correct_conditional",NA,3.2383327880588,0.14372917779039
2265,"history_naive",15,7.1782219803847e+285,4.78548132025647e+285
2265,"practical_naive",NA,1.07387541647635,0.214575161322731
2265,"correct_conditional",NA,1.10534879208252,0.283832071263899
2266,"history_naive",14,9.67687765999753e+285,9.67687765999753e+285
2266,"practical_naive",NA,1.14665028591708,0.30455314824121
2266,"correct_conditional",NA,1.89611804637078,0.232697476784592
2267,"history_naive",14,7.41175851801759e+285,4.94117234534506e+285
2267,"practical_naive",NA,1.18776361724462,0.214921789016886
2267,"correct_conditional",NA,1.15862916892668,0.174276162635329
2268,"history_naive",14,7.19259998776023e+285,4.79506665850682e+285
2268,"practical_naive",NA,1.14087277422603,0.243508472704735
2268,"correct_conditional",NA,1.01113658568847,0.183112638284717
2269,"history_naive",14,7.50878923466253e+285,5.00585948977502e+285
2269,"practical_naive",NA,3.2247344281746,0.13251476924915
2269,"correct_conditional",NA,4.01607049492144,0.929825746705667
2270,"history_naive",14,9.85272729376982e+285,9.85272729376982e+285
2270,"practical_naive",NA,2.1409736905112,0.191335501660216
2270,"correct_conditional",NA,1.47348763786548,0.132894773786952
2271,"history_naive",15,9.82319866021764e+285,9.82319866021764e+285
2271,"practical_naive",NA,2.706512006475,0.189246544616244
2271,"correct_conditional",NA,1.86156122350802,0.285732863573961
2272,"history_naive",14,7.27947483836825e+285,4.85298322557883e+285
2272,"practical_naive",NA,1.64767986719374,0.202574518467467
2272,"correct_conditional",NA,2.1895221829297,0.623394143712824
2273,"history_naive",14,9.65753358155515e+285,9.65753358155515e+285
2273,"practical_naive",NA,2.36403466158235,0.162613014022158
2273,"correct_conditional",NA,2.2171352292581,0.259500780266034
2274,"history_naive",14,9.63822817192568e+285,9.63822817192568e+285
2274,"practical_naive",NA,2.81634677594722,0.313657054492606
2274,"correct_conditional",NA,1.39548018042646,0.369932205353894
2275,"history_naive",14,9.67687765999757e+285,9.67687765999757e+285
2275,"practical_naive",NA,1.62905002225258,0.151130741950625
2275,"correct_conditional",NA,1.61129664118649,0.138153575899985
2276,"history_naive",15,7.22867112894425e+285,4.81911408596283e+285
2276,"practical_naive",NA,1.47456889225016,0.231316456421947
2276,"correct_conditional",NA,3.99109636190639,0.922255628376964
2277,"history_naive",14,9.56139167787247e+285,9.56139167787247e+285
2277,"practical_naive",NA,3.53181713397533,0.119182984707554
2277,"correct_conditional",NA,2.65681019856763,0.152866616392186
2278,"history_naive",15,9.54227845590836e+285,9.54227845590836e+285
2278,"practical_naive",NA,1.02801614237913,0.21369268368407
2278,"correct_conditional",NA,1.02581590689269,0.493676052588186
2279,"history_naive",15,7.3379735741143e+285,4.89198238274287e+285
2279,"practical_naive",NA,1.00451769313168,0.204425469495447
2279,"correct_conditional",NA,1.50413167932148,0.320859805750773
2280,"history_naive",14,9.55183028619454e+285,9.55183028619454e+285
2280,"practical_naive",NA,6.43746001070977,0.0841559848032441
2280,"correct_conditional",NA,18.0962654092971,0.96409691417754
2281,"history_naive",15,7.09965515876829e+285,4.73310343917886e+285
2281,"practical_naive",NA,1.28696360766038,0.20165639909916
2281,"correct_conditional",NA,1.60913487270347,0.100723424454688
2282,"history_naive",15,9.81337546155742e+285,9.81337546155742e+285
2282,"practical_naive",NA,1.57817003317673,0.187688629616761
2282,"correct_conditional",NA,1.11812451892932,0.160723093578361
2283,"history_naive",15,7.14955213308934e+285,4.76636808872623e+285
2283,"practical_naive",NA,1.50201262866853,0.208162970075354
2283,"correct_conditional",NA,1.02041929147374,0.515970954784528
2284,"history_naive",14,9.65753358155516e+285,9.65753358155516e+285
2284,"practical_naive",NA,1.15345878820636,0.178029739232563
2284,"correct_conditional",NA,1.07012929275431,0.214163818242672
2285,"history_naive",14,9.63822817192564e+285,9.63822817192564e+285
2285,"practical_naive",NA,1.18933723288086,0.227643431290395
2285,"correct_conditional",NA,1.65502070870777,0.495649597795505
2286,"history_naive",14,7.24315018616644e+285,4.82876679077763e+285
2286,"practical_naive",NA,1.27596757787607,0.141558928154611
2286,"correct_conditional",NA,1.53772810483116,0.488525924760108
2287,"history_naive",15,9.65753358155517e+285,9.65753358155517e+285
2287,"practical_naive",NA,2.43880079672216,0.165635791245465
2287,"correct_conditional",NA,1.99269340061001,0.35191448893925
2288,"history_naive",14,9.842874566476e+285,9.842874566476e+285
2288,"practical_naive",NA,1.06330479139489,0.253864943448093
2288,"correct_conditional",NA,1.4386426458298,0.448999858888394
2289,"history_naive",14,9.81337546155745e+285,9.81337546155745e+285
2289,"practical_naive",NA,3.79897205850128,0.193326720381559
2289,"correct_conditional",NA,4.82204307582911,0.576920677865933
2290,"history_naive",14,9.60934239245617e+285,9.60934239245617e+285
2290,"practical_naive",NA,2.46523556576981,0.207816441507763
2290,"correct_conditional",NA,1.93369394796184,0.318536575638151
2291,"history_naive",15,9.64787604797364e+285,9.64787604797364e+285
2291,"practical_naive",NA,1.13587646228927,0.393292099203368
2291,"correct_conditional",NA,2.2032961598162,1.33234800372772
2292,"history_naive",14,7.22867112894422e+285,4.81911408596281e+285
2292,"practical_naive",NA,1.27468468951855,0.436004451261448
2292,"correct_conditional",NA,3.69247980108789,2.16842532554403
2293,"history_naive",15,9.71568213329087e+285,9.71568213329087e+285
2293,"practical_naive",NA,2.40106255386164,0.256963552915385
2293,"correct_conditional",NA,1.12613100624413,0.120666825561309
2294,"history_naive",15,7.25765824499815e+285,4.83843882999876e+285
2294,"practical_naive",NA,1.53840129846684,0.241405331740359
2294,"correct_conditional",NA,1.41916376510068,0.340847537825059
2295,"history_naive",14,9.59013331701369e+285,9.59013331701369e+285
2295,"practical_naive",NA,9.30000113222985,0.638799136323534
2295,"correct_conditional",NA,4.10946912078114,0.159640960591305
2296,"history_naive",14,9.66720078233755e+285,9.66720078233755e+285
2296,"practical_naive",NA,1.22300057720773,0.291500716107754
2296,"correct_conditional",NA,2.45774842496248,1.67159562810928
2297,"history_naive",15,7.35267156457191e+285,4.90178104304794e+285
2297,"practical_naive",NA,2.34818926652887,0.236324322679773
2297,"correct_conditional",NA,1.51429976445622,0.33406811973656
2298,"history_naive",15,9.85272729376981e+285,9.85272729376981e+285
2298,"practical_naive",NA,1.73481569076542,0.21271473700304
2298,"correct_conditional",NA,1.14283790496582,0.120861832525782
2299,"history_naive",15,9.67687765999752e+285,9.67687765999752e+285
2299,"practical_naive",NA,1.67494234910084,0.217580601995997
2299,"correct_conditional",NA,1.68273781984981,0.443982072406438
2300,"history_naive",14,9.75464221329967e+285,9.75464221329967e+285
2300,"practical_naive",NA,1.26925608694684,0.182842572819589
2300,"correct_conditional",NA,1.48521175366659,0.350183070174953
2301,"history_naive",15,7.15670884193126e+285,4.77113922795418e+285
2301,"practical_naive",NA,6.14135546096429,0.121806076775289
2301,"correct_conditional",NA,2.91433720276741,0.289445280068247
2302,"history_naive",14,9.57096264051296e+285,9.57096264051296e+285
2302,"practical_naive",NA,1.61733587577742,0.130772464713363
2302,"correct_conditional",NA,1.36678856966103,0.227209503342726
2303,"history_naive",14,7.14955213308934e+285,4.76636808872623e+285
2303,"practical_naive",NA,2.64722668706371,0.163554202310414
2303,"correct_conditional",NA,5.41657483103914,0.292599346650251
2304,"history_naive",14,9.51368023783377e+285,9.51368023783377e+285
2304,"practical_naive",NA,1.30968302839395,0.143493364329673
2304,"correct_conditional",NA,1.30100923393415,0.0832939189834301
2305,"history_naive",14,9.89223692761779e+285,9.89223692761779e+285
2305,"practical_naive",1205,784.559035108093,2.40197244928086
2305,"correct_conditional",1453,45.2654503632486,1.31134093978059
2306,"history_naive",15,9.67687765999753e+285,9.67687765999753e+285
2306,"practical_naive",NA,1.2873663677144,0.214605185070464
2306,"correct_conditional",NA,1.17166613329388,0.258983615889632
2307,"history_naive",15,9.83303169190958e+285,9.83303169190958e+285
2307,"practical_naive",NA,1.02921660767445,0.21616546483996
2307,"correct_conditional",NA,1.53486388219264,0.474984698008231
2308,"history_naive",14,9.6865642242218e+285,9.6865642242218e+285
2308,"practical_naive",620,34.0013844684536,1.1630959206896
2308,"correct_conditional",NA,3.38354984267896,0.125731176041507
2309,"history_naive",15,9.89223692761775e+285,9.89223692761775e+285
2309,"practical_naive",NA,2.4518149444736,0.238923285619406
2309,"correct_conditional",NA,2.44509403681575,0.352849535496209
2310,"history_naive",14,7.33063560054023e+285,4.88709040036015e+285
2310,"practical_naive",NA,5.49796151992215,0.307685227107199
2310,"correct_conditional",NA,4.87280650396055,0.228177717753538
2311,"history_naive",14,9.55183028619454e+285,9.55183028619454e+285
2311,"practical_naive",NA,5.86623369886028,0.225702595477403
2311,"correct_conditional",NA,1.25861478566622,0.116684180632429
2312,"history_naive",14,7.33797357411431e+285,4.89198238274287e+285
2312,"practical_naive",NA,2.25464472569129,0.210911820213703
2312,"correct_conditional",NA,1.04439200923113,0.092458705074751
2313,"history_naive",14,9.9021390666845e+285,9.9021390666845e+285
2313,"practical_naive",NA,6.17008726487101,0.161994944566299
2313,"correct_conditional",NA,2.24599824282777,0.0438741041369458
2314,"history_naive",14,9.64787604797364e+285,9.64787604797364e+285
2314,"practical_naive",NA,2.16330361784929,0.213009106126881
2314,"correct_conditional",NA,1.8755557935035,0.25831987300665
2315,"history_naive",14,9.4662068783577e+285,9.4662068783577e+285
2315,"practical_naive",NA,6.53140665113482,1.20247889444328
2315,"correct_conditional",NA,5.18028165681392,3.72501809454489
2316,"history_naive",14,9.79375852400982e+285,9.79375852400982e+285
2316,"practical_naive",NA,4.15682260773992,0.149896977037491
2316,"correct_conditional",NA,2.31346373981605,0.102406549806776
2317,"history_naive",14,7.24315018616637e+285,4.82876679077758e+285
2317,"practical_naive",NA,4.73648349730885,0.13493990628142
2317,"correct_conditional",NA,2.8340218666964,0.217555583261656
2318,"history_naive",14,7.25040058675318e+285,4.83360039116879e+285
2318,"practical_naive",NA,1.85309329230668,0.15330248736132
2318,"correct_conditional",NA,1.20166618416208,0.163864345555062
2319,"history_naive",14,7.12812491819693e+285,4.75208327879795e+285
