"sim","scenario","method","first_crossing","direction","statistic_at_crossing"
22,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",1614,"benefit",3.15211320157127
22,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",3.19538640366414
22,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",3.15211320157127
22,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",3.19538640366414
22,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",1614,"benefit",3.15211320157127
22,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",538,"benefit",2.47312714545183
22,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",3.15211320157127
22,"Alternative: 35% vs 30%","e-RTb adaptive",1843,"benefit",0.0772470057199933
22,"Alternative: 35% vs 30%","e-RTb design directional",774,"benefit",0.0923477564102564
22,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1175,"benefit",0.0793065674392721
23,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.47053705612055
23,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.47053705612055
23,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.47053705612055
23,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",3.47053705612055
23,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",1614,"benefit",2.69841104207705
23,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",3.47053705612055
23,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",2.69841104207705
23,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",3.47053705612055
23,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",1614,"benefit",2.69841104207705
23,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1614,"benefit",2.69841104207705
23,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",2.69841104207705
23,"Alternative: 35% vs 30%","e-RTb adaptive",1643,"benefit",0.0715524396751055
23,"Alternative: 35% vs 30%","e-RTb design directional",1468,"benefit",0.0615681794964664
23,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1577,"benefit",0.0669246239240607
24,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA
24,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA
24,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA
24,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
24,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
24,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
24,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
24,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
24,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
24,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
24,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
24,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
24,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA
24,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
25,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.32471678160231
25,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.32471678160231
25,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.32471678160231
25,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.32471678160231
25,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2690,"benefit",2.32471678160231
25,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.32471678160231
25,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2690,"benefit",2.32471678160231
25,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.32471678160231
25,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2690,"benefit",2.32471678160231
25,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",2690,"benefit",2.32471678160231
25,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2690,"benefit",2.32471678160231
25,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
25,"Alternative: 35% vs 30%","e-RTb design directional",2671,"benefit",0.0452712042401747
25,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
26,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.93843112595432
26,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.93843112595432
26,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.0014660700707
26,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",2.93843112595432
26,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",1614,"benefit",3.17606350730416
26,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",2.93843112595432
26,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",3.17606350730416
26,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",2.93843112595432
26,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",1614,"benefit",3.17606350730416
26,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1614,"benefit",3.17606350730416
26,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",3.17606350730416
26,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
26,"Alternative: 35% vs 30%","e-RTb design directional",1477,"benefit",0.062043876088634
26,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1570,"benefit",0.0678647453608467
27,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA
27,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA
27,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA
27,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
27,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
27,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
27,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
27,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
27,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
27,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
27,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
27,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
27,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA
27,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
28,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.39042809069763
28,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.39042809069763
28,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.39042809069763
28,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",3.39042809069763
28,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",1614,"benefit",3.66283035985408
28,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",3.39042809069763
28,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",3.66283035985408
28,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",3.39042809069763
28,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",1614,"benefit",3.66283035985408
28,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1614,"benefit",3.66283035985408
28,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",3.66283035985408
28,"Alternative: 35% vs 30%","e-RTb adaptive",1534,"benefit",0.0725053035248041
28,"Alternative: 35% vs 30%","e-RTb design directional",1448,"benefit",0.0599969474969475
28,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1518,"benefit",0.066450834541241
29,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.1518400399465
29,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA
29,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.1518400399465
29,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.1518400399465
29,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2690,"benefit",2.1518400399465
29,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.1518400399465
29,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2690,"benefit",2.1518400399465
29,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.1518400399465
29,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2690,"benefit",2.1518400399465
29,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",538,"benefit",2.78204418026959
29,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2690,"benefit",2.1518400399465
29,"Alternative: 35% vs 30%","e-RTb adaptive",321,"benefit",0.15587408217466
29,"Alternative: 35% vs 30%","e-RTb design directional",557,"benefit",0.118269726663228
29,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
30,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.51304580718816
30,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.54899384901145
30,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.51304580718816
30,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",3.51304580718816
30,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",1614,"benefit",3.37631262011667
30,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",3.51304580718816
30,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",3.37631262011667
30,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",3.51304580718816
30,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",1614,"benefit",3.37631262011667
30,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",538,"benefit",2.75226035244983
30,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",3.37631262011667
30,"Alternative: 35% vs 30%","e-RTb adaptive",2145,"benefit",0.0848765727636593
30,"Alternative: 35% vs 30%","e-RTb design directional",563,"benefit",0.11979797979798
30,"Alternative: 35% vs 30%","e-RTb mixture two-sided",649,"benefit",0.125729493394164
31,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA
31,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA
31,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA
31,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
31,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
31,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
31,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
31,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
31,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
31,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
31,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
31,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
31,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA
31,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
32,"Alternative: 35% vs 30%","OBF two-sided",897,"benefit",3.44991081800149
32,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",3.44991081800149
32,"Alternative: 35% vs 30%","Haybittle-Peto",897,"benefit",3.44991081800149
32,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",3.76106624964466
32,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",1076,"benefit",3.55143240439464
32,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",897,"benefit",3.44991081800149
32,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",538,"benefit",4.39652978311619
32,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",3.76106624964466
32,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",1076,"benefit",3.55143240439464
32,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",538,"benefit",4.39652978311619
32,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",538,"benefit",4.39652978311619
32,"Alternative: 35% vs 30%","e-RTb adaptive",363,"benefit",0.173062865497076
32,"Alternative: 35% vs 30%","e-RTb design directional",342,"benefit",0.17283950617284
32,"Alternative: 35% vs 30%","e-RTb mixture two-sided",405,"benefit",0.182911330530844
33,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.56049847482187
33,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.97658301571108
33,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.32553835738412
33,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",2.56049847482187
33,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",1614,"benefit",2.77839225174875
33,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",2.56049847482187
33,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",2.77839225174875
33,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",2.56049847482187
33,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",1614,"benefit",2.77839225174875
33,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1076,"benefit",2.73836002295752
33,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",2.77839225174875
33,"Alternative: 35% vs 30%","e-RTb adaptive",645,"benefit",0.0911064790689594
33,"Alternative: 35% vs 30%","e-RTb design directional",812,"benefit",0.090376706295448
33,"Alternative: 35% vs 30%","e-RTb mixture two-sided",873,"benefit",0.100252286345001
34,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.65643662104635
34,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.65643662104635
34,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.65643662104635
34,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.65643662104635
34,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2690,"benefit",2.65643662104635
34,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.65643662104635
34,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2152,"benefit",2.27241851408777
34,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.65643662104635
34,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2690,"benefit",2.65643662104635
34,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",2152,"benefit",2.27241851408777
34,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2152,"benefit",2.27241851408777
34,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
34,"Alternative: 35% vs 30%","e-RTb design directional",2178,"benefit",0.0496713323525043
34,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
35,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.33371873156079
35,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.33371873156079
35,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.33371873156079
35,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",3.33371873156079
35,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",1614,"benefit",2.83578276010652
35,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",3.33371873156079
35,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",2.83578276010652
35,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",3.33371873156079
35,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",1614,"benefit",2.83578276010652
35,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1614,"benefit",2.83578276010652
35,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",2.83578276010652
35,"Alternative: 35% vs 30%","e-RTb adaptive",1822,"benefit",0.0762406732604546
35,"Alternative: 35% vs 30%","e-RTb design directional",1155,"benefit",0.0701128936423052
35,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1589,"benefit",0.0653417645287567
36,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.58628693641884
36,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.58628693641884
36,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.87336520070932
36,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",2.58628693641884
36,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2152,"benefit",3.01898857919933
36,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",2.58628693641884
36,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2152,"benefit",3.01898857919933
36,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",2.58628693641884
36,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2152,"benefit",3.01898857919933
36,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1076,"benefit",2.28836105944325
36,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2152,"benefit",3.01898857919933
36,"Alternative: 35% vs 30%","e-RTb adaptive",2169,"benefit",0.0606768419710047
36,"Alternative: 35% vs 30%","e-RTb design directional",1727,"benefit",0.0540111284602052
36,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1907,"benefit",0.0576579549454418
37,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA
37,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA
37,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA
37,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
37,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
37,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",1.95358075594844
37,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2690,"benefit",1.95358075594844
37,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
37,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
37,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
37,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2690,"benefit",1.95358075594844
37,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
37,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA
37,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
38,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.34610833405922
38,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.34610833405922
38,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.34610833405922
38,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.34610833405922
38,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2690,"benefit",2.34610833405922
38,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.34610833405922
38,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2152,"benefit",2.02395857403886
38,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.34610833405922
38,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2690,"benefit",2.34610833405922
38,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",2690,"benefit",2.34610833405922
38,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2152,"benefit",2.02395857403886
38,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
38,"Alternative: 35% vs 30%","e-RTb design directional",2383,"benefit",0.0467908447548429
38,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
39,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA
39,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA
39,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA
39,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
39,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
39,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",1.91922535109991
39,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2690,"benefit",1.91922535109991
39,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
39,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
39,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
39,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2690,"benefit",1.91922535109991
39,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
39,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA
39,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
40,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",3.32625427563068
40,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",3.32625427563068
40,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.32625427563068
40,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",3.32625427563068
40,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2152,"benefit",2.30988713069945
40,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",3.32625427563068
40,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2152,"benefit",2.30988713069945
40,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",3.32625427563068
40,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2152,"benefit",2.30988713069945
40,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",2152,"benefit",2.30988713069945
