"sim","scenario","threshold","bayes_method","ert_method","bayes_first_crossing","ert_first_crossing","combined_first_crossing","bayes_only","ert_only","both","neither"
307,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
307,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
307,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
307,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
307,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
307,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
307,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
307,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
307,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
308,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
308,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",897,839,839,FALSE,FALSE,TRUE,FALSE
308,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
308,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",897,839,839,FALSE,FALSE,TRUE,FALSE
308,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
308,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",897,839,839,FALSE,FALSE,TRUE,FALSE
308,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
308,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",897,839,839,FALSE,FALSE,TRUE,FALSE
308,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
308,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",897,839,839,FALSE,FALSE,TRUE,FALSE
308,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
308,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",897,839,839,FALSE,FALSE,TRUE,FALSE
308,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
308,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,839,839,FALSE,TRUE,FALSE,FALSE
309,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
309,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
310,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
311,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
312,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
313,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
314,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
315,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
316,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
317,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
318,"Null: 35% vs 35%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
319,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
319,"Null: 35% vs 35%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
319,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
319,"Null: 35% vs 35%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
319,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
319,"Null: 35% vs 35%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
319,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
319,"Null: 35% vs 35%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
319,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
319,"Null: 35% vs 35%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
