"sim","scenario","method","first_crossing","direction","statistic_at_crossing","effect_at_crossing","final_effect","type_m"
752,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.9822410560486,0.0665753397386606,0.0536175614168061,1.24167041505534
752,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.9822410560486,0.0665753397386606,0.0536175614168061,1.24167041505534
752,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.96783404756566,0.0536175614168061,0.0536175614168061,1
752,"Alternative: 35% vs 30%","e-RTb adaptive",1817,"benefit",0.069029565925398,0.069029565925398,0.0536175614168061,1.28744322011932
752,"Alternative: 35% vs 30%","e-RTb design directional",1609,"benefit",0.0588261652899204,0.0588261652899204,0.0536175614168061,1.09714361741714
753,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0346684178872145,NA
753,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0346684178872145,NA
753,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0346684178872145,NA
753,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0346684178872145,NA
753,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0346684178872145,NA
754,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.69198191815857,0.0821310748315592,0.0764300231123231,1.07459178326896
754,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.69198191815857,0.0821310748315592,0.0764300231123231,1.07459178326896
754,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.69198191815857,0.0821310748315592,0.0764300231123231,1.07459178326896
754,"Alternative: 35% vs 30%","e-RTb adaptive",1111,"benefit",0.0842541526188948,0.0842541526188948,0.0764300231123231,1.10236984352436
754,"Alternative: 35% vs 30%","e-RTb design directional",1064,"benefit",0.0735967693370409,0.0735967693370409,0.0764300231123231,0.962930093961657
755,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.32780525699572,0.0732100800167305,0.0606750916739286,1.20659199676476
755,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.32780525699572,0.0732100800167305,0.0606750916739286,1.20659199676476
755,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.32780525699572,0.0732100800167305,0.0606750916739286,1.20659199676476
755,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0606750916739286,NA
755,"Alternative: 35% vs 30%","e-RTb design directional",562,"benefit",0.117820715869496,0.117820715869496,0.0606750916739286,1.94183004292225
756,"Alternative: 35% vs 30%","OBF two-sided",897,"benefit",3.71291338467846,0.115734506388964,0.0718051767011402,1.61178499526102
756,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",3.71291338467846,0.115734506388964,0.0718051767011402,1.61178499526102
756,"Alternative: 35% vs 30%","Haybittle-Peto",897,"benefit",3.71291338467846,0.115734506388964,0.0718051767011402,1.61178499526102
756,"Alternative: 35% vs 30%","e-RTb adaptive",323,"benefit",0.184002786162062,0.184002786162062,0.0718051767011402,2.56252814372839
756,"Alternative: 35% vs 30%","e-RTb design directional",324,"benefit",0.185633575464084,0.185633575464084,0.0718051767011402,2.58523944919331
757,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.59587197357042,0.0800311235605354,0.073268665793439,1.09229672321537
757,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.59587197357042,0.0800311235605354,0.073268665793439,1.09229672321537
757,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.59587197357042,0.0800311235605354,0.073268665793439,1.09229672321537
757,"Alternative: 35% vs 30%","e-RTb adaptive",1788,"benefit",0.08063395489456,0.08063395489456,0.073268665793439,1.10052440591569
757,"Alternative: 35% vs 30%","e-RTb design directional",1149,"benefit",0.0712944222599056,0.0712944222599056,0.073268665793439,0.973054736125546
758,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0301788991561277,NA
758,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0301788991561277,NA
758,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0301788991561277,NA
758,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0301788991561277,NA
758,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0301788991561277,NA
759,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.31300465881675,0.0407271135247009,0.0407271135247009,1
759,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.31300465881675,0.0407271135247009,0.0407271135247009,1
759,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.31300465881675,0.0407271135247009,0.0407271135247009,1
759,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0407271135247009,NA
759,"Alternative: 35% vs 30%","e-RTb design directional",2647,"benefit",0.0434225865271865,0.0434225865271865,0.0407271135247009,1.06618374761204
760,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.12229664645493,0.0688411478751764,0.0694531087544187,0.991188862669832
760,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.12229664645493,0.0688411478751764,0.0694531087544187,0.991188862669832
760,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.85639830142271,0.0694531087544187,0.0694531087544187,1
760,"Alternative: 35% vs 30%","e-RTb adaptive",2478,"benefit",0.0720459404494969,0.0720459404494969,0.0694531087544187,1.03733211862764
760,"Alternative: 35% vs 30%","e-RTb design directional",1318,"benefit",0.0660653188180405,0.0660653188180405,0.0694531087544187,0.951221910766339
761,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.66536535188104,0.0584538175116126,0.0458400226441467,1.27516990917273
761,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.66536535188104,0.0584538175116126,0.0458400226441467,1.27516990917273
761,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.5457497104586,0.0458400226441467,0.0458400226441467,1
761,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0458400226441467,NA
761,"Alternative: 35% vs 30%","e-RTb design directional",1586,"benefit",0.0593404285114131,0.0593404285114131,0.0458400226441467,1.29451132631564
762,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.26122707023122,0.0405406899601947,0.0405406899601947,1
762,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0405406899601947,NA
762,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.26122707023122,0.0405406899601947,0.0405406899601947,1
762,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0405406899601947,NA
762,"Alternative: 35% vs 30%","e-RTb design directional",2267,"benefit",0.0492976931207707,0.0492976931207707,0.0405406899601947,1.21600528183349
763,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.22768155286313,0.0712860150405877,0.0519159715806721,1.37310374572913
763,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.43977709267123,0.0761016949152541,0.0519159715806721,1.46586286643986
763,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.89022817973923,0.0519159715806721,0.0519159715806721,1
763,"Alternative: 35% vs 30%","e-RTb adaptive",185,"benefit",0.201754385964912,0.201754385964912,0.0519159715806721,3.88617182385592
763,"Alternative: 35% vs 30%","e-RTb design directional",696,"benefit",0.098961221702603,0.098961221702603,0.0519159715806721,1.9061806740692
764,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.01119507194679,0.0365059073838981,0.0365059073838981,1
764,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0365059073838981,NA
764,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.01119507194679,0.0365059073838981,0.0365059073838981,1
764,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0365059073838981,NA
764,"Alternative: 35% vs 30%","e-RTb design directional",2439,"benefit",0.0465773675410503,0.0465773675410503,0.0365059073838981,1.27588576422002
765,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.58696806860535,0.0472772145852131,0.0472772145852131,1
765,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.58696806860535,0.0472772145852131,0.0472772145852131,1
765,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.58696806860535,0.0472772145852131,0.0472772145852131,1
765,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0472772145852131,NA
765,"Alternative: 35% vs 30%","e-RTb design directional",1655,"benefit",0.0589803598454967,0.0589803598454967,0.0472772145852131,1.24754303659725
766,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0322413724475578,NA
766,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0322413724475578,NA
766,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0322413724475578,NA
766,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0322413724475578,NA
766,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0322413724475578,NA
767,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.247963282557,0.0708750435778676,0.0383322273833224,1.84896752461361
767,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.247963282557,0.0708750435778676,0.0383322273833224,1.84896752461361
767,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.14748154971419,0.0383322273833224,0.0383322273833224,1
767,"Alternative: 35% vs 30%","e-RTb adaptive",1243,"benefit",0.0799728571946564,0.0799728571946564,0.0383322273833224,2.08630864037531
767,"Alternative: 35% vs 30%","e-RTb design directional",1202,"benefit",0.067974345121833,0.067974345121833,0.0383322273833224,1.77329494688867
768,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",4.47355942772055,0.0999449640896911,0.0821160775148503,1.21711809811686
768,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",4.47355942772055,0.0999449640896911,0.0821160775148503,1.21711809811686
768,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",4.47355942772055,0.0999449640896911,0.0821160775148503,1.21711809811686
768,"Alternative: 35% vs 30%","e-RTb adaptive",1014,"benefit",0.0836459246275197,0.0836459246275197,0.0821160775148503,1.01863029943671
768,"Alternative: 35% vs 30%","e-RTb design directional",1007,"benefit",0.0808231623020103,0.0808231623020103,0.0821160775148503,0.98425502956341
769,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",4.18443493916065,0.0935007006827615,0.0676538110513661,1.38204632126003
769,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.96485820673093,0.0945324857492467,0.0676538110513661,1.39729727387379
769,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",4.18443493916065,0.0935007006827615,0.0676538110513661,1.38204632126003
769,"Alternative: 35% vs 30%","e-RTb adaptive",801,"benefit",0.107123697835444,0.107123697835444,0.0676538110513661,1.58340965823951
769,"Alternative: 35% vs 30%","e-RTb design directional",728,"benefit",0.101335024767428,0.101335024767428,0.0676538110513661,1.49784650993998
770,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.23121943657168,0.0715930190304101,0.0659638555881883,1.08533708941097
770,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.23121943657168,0.0715930190304101,0.0659638555881883,1.08533708941097
770,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.66799897757858,0.0659638555881883,0.0659638555881883,1
770,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0659638555881883,NA
770,"Alternative: 35% vs 30%","e-RTb design directional",1351,"benefit",0.0632540571403475,0.0632540571403475,0.0659638555881883,0.95891995057478
771,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.57403282770111,0.0571096441444133,0.0668354150241368,0.854481776222813
771,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.57403282770111,0.0571096441444133,0.0668354150241368,0.854481776222813
771,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.70577359806776,0.0668354150241368,0.0668354150241368,1
771,"Alternative: 35% vs 30%","e-RTb adaptive",2230,"benefit",0.0635340716763301,0.0635340716763301,0.0668354150241368,0.950604879963497
771,"Alternative: 35% vs 30%","e-RTb design directional",1613,"benefit",0.0587088541426442,0.0587088541426442,0.0668354150241368,0.878409360089141
772,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.63458470525995,0.0583679228380313,0.0528584632802342,1.10423041488339
772,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.3547915606576,0.0742639745374977,0.0528584632802342,1.40495901562216
772,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.91906527213405,0.0528584632802342,0.0528584632802342,1
772,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0528584632802342,NA
772,"Alternative: 35% vs 30%","e-RTb design directional",665,"benefit",0.104575991887438,0.104575991887438,0.0528584632802342,1.97841528863634
773,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.34839056588033,0.0429309031652407,0.0429309031652407,1
773,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.34839056588033,0.0429309031652407,0.0429309031652407,1
773,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.34839056588033,0.0429309031652407,0.0429309031652407,1
773,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0429309031652407,NA
773,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0429309031652407,NA
774,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0302742149491372,NA
774,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0302742149491372,NA
774,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0302742149491372,NA
774,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0302742149491372,NA
774,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0302742149491372,NA
775,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.28670084588453,0.040634943816744,0.040634943816744,1
775,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.040634943816744,NA
775,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.28670084588453,0.040634943816744,0.040634943816744,1
775,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.040634943816744,NA
775,"Alternative: 35% vs 30%","e-RTb design directional",2518,"benefit",0.0445124872419759,0.0445124872419759,0.040634943816744,1.09542386579194
776,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.1407095374701,0.0387449028958463,0.0387449028958463,1
776,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0387449028958463,NA
776,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.1407095374701,0.0387449028958463,0.0387449028958463,1
776,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0387449028958463,NA
776,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0387449028958463,NA
777,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.12064178351937,0.0695521793771074,0.0566970525272899,1.22673360036891
777,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.3960943308069,0.075937070322619,0.0566970525272899,1.33934776038081
777,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.09119502100737,0.0566970525272899,0.0566970525272899,1
777,"Alternative: 35% vs 30%","e-RTb adaptive",475,"benefit",0.109290210549164,0.109290210549164,0.0566970525272899,1.92761714546906
777,"Alternative: 35% vs 30%","e-RTb design directional",581,"benefit",0.118546365914787,0.118546365914787,0.0566970525272899,2.09087352217696
778,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.99429960655024,0.0538861868268997,0.0538861868268997,1
778,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.59553410437436,0.0821446727071559,0.0538861868268997,1.52441056872389
778,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.99429960655024,0.0538861868268997,0.0538861868268997,1
778,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0538861868268997,NA
778,"Alternative: 35% vs 30%","e-RTb design directional",717,"benefit",0.0985874869428292,0.0985874869428292,0.0538861868268997,1.82955025672024
779,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.29471560102912,0.0411266359854607,0.0411266359854607,1
779,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.53067845723228,0.0786191669650316,0.0411266359854607,1.91163622020594
779,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.29471560102912,0.0411266359854607,0.0411266359854607,1
779,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0411266359854607,NA
779,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0411266359854607,NA
780,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.53204393181644,0.0775839109927446,0.0562901220268026,1.37828642396268
780,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.53204393181644,0.0775839109927446,0.0562901220268026,1.37828642396268
780,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.53204393181644,0.0775839109927446,0.0562901220268026,1.37828642396268
780,"Alternative: 35% vs 30%","e-RTb adaptive",1290,"benefit",0.0818990384615384,0.0818990384615384,0.0562901220268026,1.45494512203299
780,"Alternative: 35% vs 30%","e-RTb design directional",1023,"benefit",0.0777363802587386,0.0777363802587386,0.0562901220268026,1.38099505667663
781,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.0747324497072,0.0373811212567327,0.0373811212567327,1
781,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0373811212567327,NA
781,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.0747324497072,0.0373811212567327,0.0373811212567327,1
781,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0373811212567327,NA
781,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0373811212567327,NA
782,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.21434081423032,0.0401312094530951,0.0401312094530951,1
782,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0401312094530951,NA
782,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.21434081423032,0.0401312094530951,0.0401312094530951,1
782,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0401312094530951,NA
782,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0401312094530951,NA
783,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.13617771150576,0.0385645497475168,0.0385645497475168,1
783,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0385645497475168,NA
783,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.13617771150576,0.0385645497475168,0.0385645497475168,1
783,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0385645497475168,NA
783,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0385645497475168,NA
784,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.48220164519645,0.0541466655717392,0.0342550867432905,1.58068978127299
784,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.48220164519645,0.0541466655717392,0.0342550867432905,1.58068978127299
784,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0342550867432905,NA
784,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0342550867432905,NA
784,"Alternative: 35% vs 30%","e-RTb design directional",1761,"benefit",0.0539912340669234,0.0539912340669234,0.0342550867432905,1.57615230904352
785,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.46760188154674,0.0550188750612786,0.0464695882913885,1.18397595253656
785,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.46760188154674,0.0550188750612786,0.0464695882913885,1.18397595253656
785,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.57301078623153,0.0464695882913885,0.0464695882913885,1
785,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0464695882913885,NA
785,"Alternative: 35% vs 30%","e-RTb design directional",1443,"benefit",0.0609162804639041,0.0609162804639041,0.0464695882913885,1.31088487554328
786,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0190563115388871,NA
786,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0190563115388871,NA
786,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0190563115388871,NA
786,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0190563115388871,NA
786,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0190563115388871,NA
787,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.87905680002198,0.0630834086118637,0.0672091596448511,0.938613262614965
787,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.87905680002198,0.0630834086118637,0.0672091596448511,0.938613262614965
787,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.76193241144951,0.0672091596448511,0.0672091596448511,1
787,"Alternative: 35% vs 30%","e-RTb adaptive",2025,"benefit",0.0678374803444552,0.0678374803444552,0.0672091596448511,1.00934873613841
787,"Alternative: 35% vs 30%","e-RTb design directional",1583,"benefit",0.0585412269582126,0.0585412269582126,0.0672091596448511,0.871030485540336
788,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.49336003913782,0.0563033470200322,0.0313579411517555,1.79550521979598
788,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.38518461756702,0.0751716247139588,0.0313579411517555,2.39721174136302
788,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0313579411517555,NA
788,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0313579411517555,NA
788,"Alternative: 35% vs 30%","e-RTb design directional",1007,"benefit",0.0810590985185888,0.0810590985185888,0.0313579411517555,2.58496239042948
789,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.60166370443439,0.0791417302260767,0.0702911721591268,1.12591279665836
789,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.85646378536534,0.0886727688787183,0.0702911721591268,1.2615064759196
789,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.60166370443439,0.0791417302260767,0.0702911721591268,1.12591279665836
789,"Alternative: 35% vs 30%","e-RTb adaptive",741,"benefit",0.112842538173227,0.112842538173227,0.0702911721591268,1.60535860630936
789,"Alternative: 35% vs 30%","e-RTb design directional",679,"benefit",0.106321239922157,0.106321239922157,0.0702911721591268,1.51258311188018
790,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.00719633649092083,NA
790,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.00719633649092083,NA
790,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.00719633649092083,NA
790,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.00719633649092083,NA
790,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.00719633649092083,NA
791,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.27006378967353,0.0712255816847083,0.073500731889602,0.969045883674859
791,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.27006378967353,0.0712255816847083,0.073500731889602,0.969045883674859
791,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",4.12249896301505,0.073500731889602,0.073500731889602,1
791,"Alternative: 35% vs 30%","e-RTb adaptive",1773,"benefit",0.0720195452174022,0.0720195452174022,0.073500731889602,0.979848001045424
791,"Alternative: 35% vs 30%","e-RTb design directional",1501,"benefit",0.0600463738885892,0.0600463738885892,0.073500731889602,0.816949332950572
792,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.68986055995241,0.059925779255551,0.0584227838904399,1.02572618531718
792,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.68986055995241,0.059925779255551,0.0584227838904399,1.02572618531718
792,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.21952136240466,0.0584227838904399,0.0584227838904399,1
792,"Alternative: 35% vs 30%","e-RTb adaptive",795,"benefit",0.0905143959782666,0.0905143959782666,0.0584227838904399,1.54929960455168
792,"Alternative: 35% vs 30%","e-RTb design directional",1136,"benefit",0.0744275519702143,0.0744275519702143,0.0584227838904399,1.27394737145337
793,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.08639814593218,0.0684075887880237,0.0797346600331674,0.857940433427171
793,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.58139508012932,0.0817937353717446,0.0797346600331674,1.02582409378457
793,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",4.41761016256561,0.0797346600331674,0.0797346600331674,1
793,"Alternative: 35% vs 30%","e-RTb adaptive",347,"benefit",0.179474384564205,0.179474384564205,0.0797346600331674,2.25089546364841
793,"Alternative: 35% vs 30%","e-RTb design directional",418,"benefit",0.15246348900658,0.15246348900658,0.0797346600331674,1.91213568783211
794,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0323816710779064,NA
794,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0323816710779064,NA
794,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0323816710779064,NA
794,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0323816710779064,NA
794,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0323816710779064,NA
795,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.18193003986204,0.0703064538204076,0.0744146010081564,0.944793802128986
795,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",3.09724341593587,0.0972697433857172,0.0744146010081564,1.30713249910533
795,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",4.12132638171055,0.0744146010081564,0.0744146010081564,1
795,"Alternative: 35% vs 30%","e-RTb adaptive",324,"benefit",0.145854833161335,0.145854833161335,0.0744146010081564,1.96002976815461
795,"Alternative: 35% vs 30%","e-RTb design directional",400,"benefit",0.159531705356246,0.159531705356246,0.0744146010081564,2.14382262613703
796,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",4.99778107416803,0.110141605123572,0.0965446480299672,1.14083594866267
796,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.43919482817994,0.0756302521008403,0.0965446480299672,0.783370737209223
796,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",4.99778107416803,0.110141605123572,0.0965446480299672,1.14083594866267
796,"Alternative: 35% vs 30%","e-RTb adaptive",1065,"benefit",0.105394024039275,0.105394024039275,0.0965446480299672,1.09166096919802
796,"Alternative: 35% vs 30%","e-RTb design directional",956,"benefit",0.0806925383588329,0.0806925383588329,0.0965446480299672,0.835805402012406
797,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.5020547708596,0.0554817275747508,0.0607794361525706,0.91283715491336
797,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.5020547708596,0.0554817275747508,0.0607794361525706,0.91283715491336
