"sim","scenario","method","first_crossing","direction","statistic_at_crossing","effect_at_crossing","final_effect","type_m"
3722,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.025499862504546,NA
3722,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.025499862504546,NA
3722,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.025499862504546,NA
3722,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.025499862504546,NA
3722,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.025499862504546,NA
3723,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0308469580150307,NA
3723,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0308469580150307,NA
3723,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0308469580150307,NA
3723,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0308469580150307,NA
3723,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0308469580150307,NA
3724,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.10910194859708,0.0677884065039841,0.0561341514450094,1.2076143445473
3724,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.10910194859708,0.0677884065039841,0.0561341514450094,1.2076143445473
3724,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.14110745319008,0.0561341514450094,0.0561341514450094,1
3724,"Alternative: 35% vs 30%","e-RTb adaptive",1154,"benefit",0.0784841781283061,0.0784841781283061,0.0561341514450094,1.39815381738141
3724,"Alternative: 35% vs 30%","e-RTb design directional",1056,"benefit",0.0738805970149252,0.0738805970149252,0.0561341514450094,1.31614347261133
3725,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",3.00454079398008,0.0540657073632644,0.0540657073632644,1
3725,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",3.00454079398008,0.0540657073632644,0.0540657073632644,1
3725,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.00454079398008,0.0540657073632644,0.0540657073632644,1
3725,"Alternative: 35% vs 30%","e-RTb adaptive",2216,"benefit",0.0609360337816702,0.0609360337816702,0.0540657073632644,1.12707364341401
3725,"Alternative: 35% vs 30%","e-RTb design directional",1486,"benefit",0.0586760571544503,0.0586760571544503,0.0540657073632644,1.08527308743432
3726,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0347982027083203,NA
3726,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0347982027083203,NA
3726,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0347982027083203,NA
3726,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0347982027083203,NA
3726,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0347982027083203,NA
3727,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.72751652548336,0.0493253704932538,0.0493253704932538,1
3727,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.72751652548336,0.0493253704932538,0.0493253704932538,1
3727,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.72751652548336,0.0493253704932538,0.0493253704932538,1
3727,"Alternative: 35% vs 30%","e-RTb adaptive",160,"harm",-0.216165413533834,-0.216165413533834,0.0493253704932538,4.38243872011867
3727,"Alternative: 35% vs 30%","e-RTb design directional",2438,"benefit",0.0463771510255673,0.0463771510255673,0.0493253704932538,0.940229147025065
3728,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",4.22120626339289,0.091668327685868,0.0904303573404138,1.01368976505085
3728,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.58966928206478,0.0797386790764273,0.0904303573404138,0.881768926072702
3728,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",4.22120626339289,0.091668327685868,0.0904303573404138,1.01368976505085
3728,"Alternative: 35% vs 30%","e-RTb adaptive",665,"benefit",0.112214624262817,0.112214624262817,0.0904303573404138,1.24089550857793
3728,"Alternative: 35% vs 30%","e-RTb design directional",633,"benefit",0.106839057507987,0.106839057507987,0.0904303573404138,1.18145123662185
3729,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.8587835534717,0.0628519936922731,0.0536523543152709,1.17146758039626
3729,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.8587835534717,0.0628519936922731,0.0536523543152709,1.17146758039626
3729,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.99222442225966,0.0536523543152709,0.0536523543152709,1
3729,"Alternative: 35% vs 30%","e-RTb adaptive",1752,"benefit",0.0595473118773243,0.0595473118773243,0.0536523543152709,1.10987323179545
3729,"Alternative: 35% vs 30%","e-RTb design directional",1704,"benefit",0.0539340418101084,0.0539340418101084,0.0536523543152709,1.00525023549167
3730,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.22868252713794,0.0704210620685534,0.0557259111722143,1.26370409361142
3730,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.48835736845445,0.0770733695922364,0.0557259111722143,1.38307957592744
3730,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.12653577423147,0.0557259111722143,0.0557259111722143,1
3730,"Alternative: 35% vs 30%","e-RTb adaptive",1277,"benefit",0.071170247220123,0.071170247220123,0.0557259111722143,1.27714820131303
3730,"Alternative: 35% vs 30%","e-RTb design directional",1228,"benefit",0.067479405170927,0.067479405170927,0.0557259111722143,1.21091613849776
3731,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0302723750895532,NA
3731,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0302723750895532,NA
3731,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0302723750895532,NA
3731,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0302723750895532,NA
3731,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0302723750895532,NA
3732,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.86047317685264,0.062533985183707,0.0791099699333621,0.790469080400134
3732,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.86047317685264,0.062533985183707,0.0791099699333621,0.790469080400134
3732,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",4.43233741216065,0.0791099699333621,0.0791099699333621,1
3732,"Alternative: 35% vs 30%","e-RTb adaptive",2081,"benefit",0.0738014453404253,0.0738014453404253,0.0791099699333621,0.93289689532927
3732,"Alternative: 35% vs 30%","e-RTb design directional",1257,"benefit",0.0653989408873236,0.0653989408873236,0.0791099699333621,0.826683930513589
3733,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.09988251785131,0.0382113484000275,0.0382113484000275,1
3733,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0382113484000275,NA
3733,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.09988251785131,0.0382113484000275,0.0382113484000275,1
3733,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0382113484000275,NA
3733,"Alternative: 35% vs 30%","e-RTb design directional",2238,"benefit",0.0488672311870902,0.0488672311870902,0.0382113484000275,1.27886696579006
3734,"Alternative: 35% vs 30%","OBF two-sided",897,"benefit",3.86196697769438,0.119555157486192,0.0588866937492702,2.03025759936936
3734,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",3.86196697769438,0.119555157486192,0.0588866937492702,2.03025759936936
3734,"Alternative: 35% vs 30%","Haybittle-Peto",897,"benefit",3.86196697769438,0.119555157486192,0.0588866937492702,2.03025759936936
3734,"Alternative: 35% vs 30%","e-RTb adaptive",818,"benefit",0.11816141484873,0.11816141484873,0.0588866937492702,2.00658938930824
3734,"Alternative: 35% vs 30%","e-RTb design directional",673,"benefit",0.104155208203964,0.104155208203964,0.0588866937492702,1.7687392783069
3735,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.8348927939931,0.0624735550478123,0.0672605849785581,0.928828600996083
3735,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.8348927939931,0.0624735550478123,0.0672605849785581,0.928828600996083
3735,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.74100505524703,0.0672605849785581,0.0672605849785581,1
3735,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0672605849785581,NA
3735,"Alternative: 35% vs 30%","e-RTb design directional",1337,"benefit",0.0655880469774919,0.0655880469774919,0.0672605849785581,0.975133460382491
3736,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0290406057667694,NA
3736,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0290406057667694,NA
3736,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0290406057667694,NA
3736,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0290406057667694,NA
3736,"Alternative: 35% vs 30%","e-RTb design directional",1531,"benefit",0.0587964258653763,0.0587964258653763,0.0290406057667694,2.02462807895887
3737,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.39834137422054,0.0432897465339068,0.0432897465339068,1
3737,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.39834137422054,0.0432897465339068,0.0432897465339068,1
3737,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.39834137422054,0.0432897465339068,0.0432897465339068,1
3737,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0432897465339068,NA
3737,"Alternative: 35% vs 30%","e-RTb design directional",2213,"benefit",0.0489087021224808,0.0489087021224808,0.0432897465339068,1.12979876387525
3738,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.50055608887892,0.0555547257179131,0.059220883747258,0.938093493420475
3738,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.50055608887892,0.0555547257179131,0.059220883747258,0.938093493420475
3738,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.27623080589771,0.059220883747258,0.059220883747258,1
3738,"Alternative: 35% vs 30%","e-RTb adaptive",2283,"benefit",0.0629491350049358,0.0629491350049358,0.059220883747258,1.06295500880381
3738,"Alternative: 35% vs 30%","e-RTb design directional",1499,"benefit",0.0607255576691531,0.0607255576691531,0.059220883747258,1.02540782620396
3739,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.6951923944083,0.0597655666716438,0.0507361636560553,1.1779677919048
3739,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.50636082974489,0.0790169133192389,0.0507361636560553,1.55740812125452
3739,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.82104847046397,0.0507361636560553,0.0507361636560553,1
3739,"Alternative: 35% vs 30%","e-RTb adaptive",1393,"benefit",0.0840394052075291,0.0840394052075291,0.0507361636560553,1.65640046766719
3739,"Alternative: 35% vs 30%","e-RTb design directional",822,"benefit",0.0936207634168369,0.0936207634168369,0.0507361636560553,1.84524718998267
3740,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.79729589286205,0.061780053900307,0.0569537683197567,1.08474040828087
3740,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.79729589286205,0.061780053900307,0.0569537683197567,1.08474040828087
3740,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.14434362561602,0.0569537683197567,0.0569537683197567,1
3740,"Alternative: 35% vs 30%","e-RTb adaptive",2397,"benefit",0.0629660314830157,0.0629660314830157,0.0569537683197567,1.10556392211845
3740,"Alternative: 35% vs 30%","e-RTb design directional",1109,"benefit",0.0729067020674306,0.0729067020674306,0.0569537683197567,1.28010321736938
3741,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",4.38193013927712,0.096249284452077,0.0856535075083677,1.12370511438395
3741,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.48239148436518,0.0773246102449889,0.0856535075083677,0.902760581490896
3741,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",4.38193013927712,0.096249284452077,0.0856535075083677,1.12370511438395
3741,"Alternative: 35% vs 30%","e-RTb adaptive",620,"benefit",0.102900502030038,0.102900502030038,0.0856535075083677,1.20135771462699
3741,"Alternative: 35% vs 30%","e-RTb design directional",959,"benefit",0.0806715379262352,0.0806715379262352,0.0856535075083677,0.941835778509761
3742,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.80221170175214,0.0507135812624661,0.0507135812624661,1
3742,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.80221170175214,0.0507135812624661,0.0507135812624661,1
3742,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.80221170175214,0.0507135812624661,0.0507135812624661,1
3742,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0507135812624661,NA
3742,"Alternative: 35% vs 30%","e-RTb design directional",2081,"benefit",0.0511596621263276,0.0511596621263276,0.0507135812624661,1.00879608287872
3743,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.53037911912976,0.0557347195715385,0.0484341262256202,1.15073242597399
3743,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.53037911912976,0.0557347195715385,0.0484341262256202,1.15073242597399
3743,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.69004680993596,0.0484341262256202,0.0484341262256202,1
3743,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0484341262256202,NA
3743,"Alternative: 35% vs 30%","e-RTb design directional",1071,"benefit",0.0753997093023256,0.0753997093023256,0.0484341262256202,1.55674759055406
3744,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.75370925200055,0.0607647702951568,0.051044891640867,1.19041824444795
3744,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.99261404648432,0.0931341354280601,0.051044891640867,1.82455349466343
3744,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.83389798732698,0.051044891640867,0.051044891640867,1
3744,"Alternative: 35% vs 30%","e-RTb adaptive",389,"benefit",0.150179951307293,0.150179951307293,0.051044891640867,2.94211519467813
3744,"Alternative: 35% vs 30%","e-RTb design directional",503,"benefit",0.131083003952569,0.131083003952569,0.051044891640867,2.56799455810037
3745,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.34641132662942,0.0736565477332706,0.0680923295949505,1.08171578460333
3745,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.84512851140426,0.0890337132477699,0.0680923295949505,1.30754394477895
3745,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.34641132662942,0.0736565477332706,0.0680923295949505,1.08171578460333
3745,"Alternative: 35% vs 30%","e-RTb adaptive",894,"benefit",0.0863471971066911,0.0863471971066911,0.0680923295949505,1.26808992467037
3745,"Alternative: 35% vs 30%","e-RTb design directional",890,"benefit",0.0830407045386603,0.0830407045386603,0.0680923295949505,1.21953096674223
3746,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.45455055095818,0.0546602429786535,0.0442317868381197,1.23576836673363
3746,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.45455055095818,0.0546602429786535,0.0442317868381197,1.23576836673363
3746,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.44098193247572,0.0442317868381197,0.0442317868381197,1
3746,"Alternative: 35% vs 30%","e-RTb adaptive",2283,"benefit",0.0523382479606829,0.0523382479606829,0.0442317868381197,1.18327229583176
3746,"Alternative: 35% vs 30%","e-RTb design directional",1349,"benefit",0.0652855390486575,0.0652855390486575,0.0442317868381197,1.4759869251403
3747,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.09965568389565,0.0380786509088397,0.0380786509088397,1
3747,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0380786509088397,NA
3747,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.09965568389565,0.0380786509088397,0.0380786509088397,1
3747,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0380786509088397,NA
3747,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0380786509088397,NA
3748,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0301330697588024,NA
3748,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0301330697588024,NA
3748,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0301330697588024,NA
3748,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0301330697588024,NA
3748,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0301330697588024,NA
3749,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0160643369508495,NA
3749,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0160643369508495,NA
3749,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0160643369508495,NA
3749,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0160643369508495,NA
3749,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0160643369508495,NA
3750,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0332067891402075,NA
3750,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0332067891402075,NA
3750,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0332067891402075,NA
3750,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0332067891402075,NA
3750,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0332067891402075,NA
3751,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0291477587161039,NA
3751,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0291477587161039,NA
3751,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0291477587161039,NA
3751,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0291477587161039,NA
3751,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0291477587161039,NA
3752,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.34665044183394,0.0734585885751283,0.067792577838638,1.08357862935935
3752,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",3.00719097805434,0.0922344584713643,0.067792577838638,1.36053918307847
3752,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.34665044183394,0.0734585885751283,0.067792577838638,1.08357862935935
3752,"Alternative: 35% vs 30%","e-RTb adaptive",922,"benefit",0.0960791422800021,0.0960791422800021,0.067792577838638,1.41725164233602
3752,"Alternative: 35% vs 30%","e-RTb design directional",711,"benefit",0.0992415365614212,0.0992415365614212,0.067792577838638,1.46389973246981
3753,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.0317901562195919,NA
3753,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.0317901562195919,NA
3753,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0317901562195919,NA
3753,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0317901562195919,NA
3753,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.0317901562195919,NA
3754,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.46715456504478,0.0450840537506196,0.0450840537506196,1
3754,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.46715456504478,0.0450840537506196,0.0450840537506196,1
3754,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.46715456504478,0.0450840537506196,0.0450840537506196,1
3754,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0450840537506196,NA
3754,"Alternative: 35% vs 30%","e-RTb design directional",2673,"benefit",0.0453572348310958,0.0453572348310958,0.0450840537506196,1.00605937261071
3755,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.89715991428019,0.0521083016641591,0.0521083016641591,1
3755,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.7082798930575,0.0846681580909768,0.0521083016641591,1.62484969547977
3755,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.89715991428019,0.0521083016641591,0.0521083016641591,1
3755,"Alternative: 35% vs 30%","e-RTb adaptive",914,"benefit",0.0919037199124727,0.0919037199124727,0.0521083016641591,1.76370591589795
3755,"Alternative: 35% vs 30%","e-RTb design directional",712,"benefit",0.0998050312976074,0.0998050312976074,0.0521083016641591,1.91533840309854
3756,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA,NA,0.034000442282176,NA
3756,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA,NA,0.034000442282176,NA
3756,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.034000442282176,NA
3756,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.034000442282176,NA
3756,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA,NA,0.034000442282176,NA
3757,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.88941461107922,0.0525436855206358,0.0525436855206358,1
3757,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.88941461107922,0.0525436855206358,0.0525436855206358,1
3757,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.88941461107922,0.0525436855206358,0.0525436855206358,1
3757,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0525436855206358,NA
3757,"Alternative: 35% vs 30%","e-RTb design directional",2162,"benefit",0.0499455736672393,0.0499455736672393,0.0525436855206358,0.950553300027344
3758,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.93821086175835,0.0859397785882194,0.0643102113065601,1.33633177130384
3758,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.32615167185834,0.0721091836224567,0.0643102113065601,1.12127113497917
3758,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.93821086175835,0.0859397785882194,0.0643102113065601,1.33633177130384
3758,"Alternative: 35% vs 30%","e-RTb adaptive",1276,"benefit",0.0910398502536818,0.0910398502536818,0.0643102113065601,1.41563599938592
3758,"Alternative: 35% vs 30%","e-RTb design directional",985,"benefit",0.079926728996751,0.079926728996751,0.0643102113065601,1.24283107414697
3759,"Alternative: 35% vs 30%","OBF two-sided",897,"benefit",3.48594843661253,0.107511947431302,0.0841737326557063,1.27726244327379
3759,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",3.48594843661253,0.107511947431302,0.0841737326557063,1.27726244327379
3759,"Alternative: 35% vs 30%","Haybittle-Peto",897,"benefit",3.48594843661253,0.107511947431302,0.0841737326557063,1.27726244327379
3759,"Alternative: 35% vs 30%","e-RTb adaptive",342,"benefit",0.149628508530545,0.149628508530545,0.0841737326557063,1.77761522282215
3759,"Alternative: 35% vs 30%","e-RTb design directional",453,"benefit",0.143014778325123,0.143014778325123,0.0841737326557063,1.69904284641971
3760,"Alternative: 35% vs 30%","OBF two-sided",897,"benefit",3.91748484619692,0.122580164056674,0.0652974347633792,1.87725849416401
3760,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",3.91748484619692,0.122580164056674,0.0652974347633792,1.87725849416401
3760,"Alternative: 35% vs 30%","Haybittle-Peto",897,"benefit",3.91748484619692,0.122580164056674,0.0652974347633792,1.87725849416401
3760,"Alternative: 35% vs 30%","e-RTb adaptive",762,"benefit",0.11102689890861,0.11102689890861,0.0652974347633792,1.7003255841664
3760,"Alternative: 35% vs 30%","e-RTb design directional",585,"benefit",0.112700750403254,0.112700750403254,0.0652974347633792,1.72595984530866
3761,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",3.4555344165145,0.0625558010725972,0.0625558010725972,1
3761,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",3.4555344165145,0.0625558010725972,0.0625558010725972,1
3761,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.4555344165145,0.0625558010725972,0.0625558010725972,1
3761,"Alternative: 35% vs 30%","e-RTb adaptive",2619,"benefit",0.0626826084978781,0.0626826084978781,0.0625558010725972,1.00202710896682
3761,"Alternative: 35% vs 30%","e-RTb design directional",2147,"benefit",0.049201638376896,0.049201638376896,0.0625558010725972,0.78652399191238
3762,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.56353288693218,0.0570038290519984,0.0518201263476502,1.10003261415404
3762,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.56353288693218,0.0570038290519984,0.0518201263476502,1.10003261415404
3762,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.86004641328224,0.0518201263476502,0.0518201263476502,1
3762,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0518201263476502,NA
3762,"Alternative: 35% vs 30%","e-RTb design directional",1337,"benefit",0.0638504850538847,0.0638504850538847,0.0518201263476502,1.23215610524616
3763,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.49116695355782,0.0549475984380325,0.0348753134300637,1.57554421835434
3763,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.49116695355782,0.0549475984380325,0.0348753134300637,1.57554421835434
3763,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA,NA,0.0348753134300637,NA
3763,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0348753134300637,NA
3763,"Alternative: 35% vs 30%","e-RTb design directional",1563,"benefit",0.059389695961435,0.059389695961435,0.0348753134300637,1.7029150456391
3764,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.37955500431399,0.043257818773931,0.043257818773931,1
3764,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.37955500431399,0.043257818773931,0.043257818773931,1
3764,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.37955500431399,0.043257818773931,0.043257818773931,1
3764,"Alternative: 35% vs 30%","e-RTb adaptive",135,"benefit",0.295634920634921,0.295634920634921,0.043257818773931,6.8342539918606
3764,"Alternative: 35% vs 30%","e-RTb design directional",206,"benefit",0.281553398058252,0.281553398058252,0.043257818773931,6.50872850361859
3765,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.56463970327354,0.0567467209678386,0.0765770258947452,0.741041066883907
3765,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.56463970327354,0.0567467209678386,0.0765770258947452,0.741041066883907
3765,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",4.25550428201721,0.0765770258947452,0.0765770258947452,1
3765,"Alternative: 35% vs 30%","e-RTb adaptive",1662,"benefit",0.0611805394094396,0.0611805394094396,0.0765770258947452,0.798941179741454
3765,"Alternative: 35% vs 30%","e-RTb design directional",1288,"benefit",0.0653409090909091,0.0653409090909091,0.0765770258947452,0.853270394448589
3766,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.43060999797747,0.0440520889997482,0.0440520889997482,1
3766,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.43060999797747,0.0440520889997482,0.0440520889997482,1
3766,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.43060999797747,0.0440520889997482,0.0440520889997482,1
3766,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA,NA,0.0440520889997482,NA
